 ##########################################

   Memory Reading Speed Test ia64 ia64 optimized Tue Feb  8 19:23:35 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    1645   2689   6372   1647   2520   7273   1267   1824   8469
      16    1648   2683   6381   1647   2685   7294   1277   1825   8471
      32    1649   2691   3968   1649   2691   5106   1277   1826   8507
      64    1649   2686   3968   1649   2692   5100   1278   1826   4643
     128    1649   2691   3971   1646   2692   5109   1278   1822   4647
     256    1592   2285   3043   1596   2329   3890   1282   1738   3734
     512    1577   2184   2817   1583   2215   3686   1250   1645   3383
    1024    1567   2202   2870   1567   2213   3694   1240   1602   3104
    2048    1287   1758   2162   1294   1757   2539    977   1154   1646
    4096     950   1182   1256    918   1186   1396    588    590    821
    8192     892   1099   1117    839   1097   1215    519    503    706

                End of test Tue Feb  8 19:23:53 2022

