    BusSpeed ia64 ia64 optimized Tue Feb  8 19:11:44 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   2901   3050   4758   6041   6120   6137
      32   2159   2211   2649   3308   3993   4439
      64   2189   2232   2855   3317   4002   4442
     128   2221   2272   2863   3290   3958   4438
     256   1872   2168   2827   3213   3865   4347
     512    773   1350   1868   2494   2946   3254
    1024    785   1297   1784   2469   2958   3216
    4096    146    240    424    659    926   1042
   16384    124    203    364    569    810    913
   65536    124    203    365    569    810    912
