 ##########################################

   Memory Reading Speed Test ia64 ia64 optimized Tue Feb  8 19:23:02 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    1791    810   2679   1791    811   3000   1244   1160   1594
      16    1792    811   2687   1792    811   3000   1246   1161   1595
      32    1793    811   2322   1791    811   2620   1246   1161   1595
      64    1790    811   2323   1794    811   2616   1247   1162   1345
     128    1794    811   2323   1792    810   2621   1247   1162   1345
     256    1731    783   2159   1741    783   2451   1222   1105   1307
     512    1705    773   2075   1707    772   2315   1200   1068   1252
    1024    1694    769   2032   1695    768   2280   1182   1049   1216
    2048    1510    732   1772   1508    725   1968   1043    918   1037
    4096    1010    577    932    962    571   1126    593    475    508
    8192     940    538    797    872    528    998    515    409    430

                End of test Tue Feb  8 19:23:18 2022

