    BusSpeed ia64 ia64 optimized Tue Feb  8 19:11:54 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   2854   2916   4744   5976   6069   6141
      32   2142   2208   2798   3385   3390   4535
      64   2182   2228   2880   3398   3403   4525
     128   2189   2289   2877   3378   3364   4535
     256   1503   2154   2713   3253   3329   4278
     512    762   1474   1904   2542   2997   3289
    1024    786   1403   1823   2479   2991   3220
    4096    140    285    392    579    891    983
   16384    125    254    351    523    801    892
   65536    126    255    349    525    807    887
