    BusSpeed riscv64 rv64g-opt optimized Mon Feb 21 13:52:16 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   2404   2608   2935   3109   3210   3392
      32   1404   1435   1974   2978   3130   3333
      64    209    209    427    773   1281   1846
     128    180    180    355    657   1131   1682
     256    177    177    356    654   1119   1669
     512    178    178    356    654   1119   1669
    1024    176    177    355    651   1114   1663
    4096     23     23     48     94    184    348
   16384     19     19     39     77    152    288
   65536     19     19     39     77    152    288
