 ##########################################

   Memory Reading Speed Test riscv64 rv64g optimized Mon Feb 21 14:55:06 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    1297   1098   1769   1298   1098   2121   1865   1326   1326
      16    1300   1097   1770   1300   1098   2123   1868   1324   1323
      32    1286   1088   1752   1284   1088   2102   1835   1356   1329
      64     792    710    945    792    711   1035    694    607    609
     128     736    664    864    736    664    938    615    545    547
     256     728    658    854    729    658    926    605    537    539
     512     728    658    854    728    657    926    605    537    539
    1024     723    658    844    728    658    926    605    536    539
    2048     530    507    614    533    498    653    392    364    362
    4096     267    258    283    268    258    291    157    152    149
    8192     233    224    245    233    225    251    133    129    129

                End of test Mon Feb 21 14:55:27 2022

