 ##########################################

   Memory Reading Speed Test riscv64 rv64g optimized Mon Feb 21 14:55:27 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    1299   1676   1989   1297   1675   1991   1864   1136   1445
      16    1300   1676   1991   1300   1676   1991   1870   1137   1447
      32    1285   1658   1971   1283   1659   1972   1835   1106   1437
      64     790    912   1008    792    919   1002    681    561    629
     128     733    836    915    735    843    911    612    508    563
     256     726    826    905    728    834    900    603    501    555
     512     725    826    904    728    834    900    603    501    554
    1024     717    826    904    728    834    899    603    501    554
    2048     516    582    622    532    571    622    375    332    359
    4096     268    281    290    269    282    289    157    149    154
    8192     233    243    248    233    243    249    133    127    131

                End of test Mon Feb 21 14:55:47 2022

