    BusSpeed riscv64 rv64g optimized Mon Feb 21 13:51:00 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   2637   2881   2986   3115   3252   3439
      32   1450   1484   1996   3014   3169   3381
      64    209    209    425    772   1272   1875
     128    179    180    359    661   1124   1706
     256    176    177    355    651   1111   1690
     512    177    178    355    645   1109   1690
    1024    176    177    353    648   1105   1684
    4096     24     23     47     94    184    350
   16384     19     19     39     77    153    289
   65536     19     19     39     77    152    288
