 ##########################################

   Memory Reading Speed Test riscv64 rv64g-opt optimized Mon Feb 21 14:56:09 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8     871   1590   1989   1297   1672   1989   1861   1135   1445
      16     872   1590   1989   1299   1676   1990   1868   1136   1447
      32     863   1572   2002   1285   1662   1975   1841   1127   1434
      64     616    881   1008    793    917   1003    691    555    627
     128     581    693    916    735    842    911    612    508    563
     256     576    800    905    729    829    900    603    502    555
     512     575    785    904    728    833    900    602    501    554
    1024     522    703    787    649    733    783    503    424    467
    2048     375    472    507    443    483    505    295    268    282
    4096     244    275    288    268    281    288    157    149    153
    8192     215    240    249    233    244    249    134    128    131

                End of test Mon Feb 21 14:56:30 2022

