    BusSpeed riscv64 rv64g optimized Mon Feb 21 13:51:22 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   2487   2871   3487   3488   3725   3733
      32   1422   1482   2152   3495   3613   3658
      64    209    209    425    772   1281   1907
     128    179    180    359    661   1124   1728
     256    176    177    355    651   1110   1711
     512    177    178    355    651   1100   1712
    1024    175    177    353    648   1106   1705
    4096     23     23     48     94    184    351
   16384     19     19     39     77    153    288
   65536     19     19     39     76    152    288
