 ##########################################

   Memory Reading Speed Test riscv64 rv64g-opt optimized Mon Feb 21 14:57:12 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    1295   1060   1769   1298   1097   2123   1863   1326   1326
      16    1299   1061   1770   1299   1098   2122   1869   1327   1325
      32    1285   1049   1753   1284   1086   2105   1835   1321   1355
      64     792    695    942    792    706   1032    694    612    609
     128     735    650    862    735    664    935    615    534    534
     256     726    641    852    728    658    924    607    543    539
     512     699    645    852    727    658    923    604    541    538
    1024     723    645    851    727    655    924    605    541    539
    2048     506    479    578    527    488    616    370    340    344
    4096     269    254    284    269    258    292    157    153    153
    8192     234    224    245    234    226    251    134    130    130

                End of test Mon Feb 21 14:57:34 2022

