    BusSpeed riscv64 rv64g optimized Mon Feb 21 13:51:55 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   2426   2649   2984   3156   3254   3438
      32   1406   1443   1994   3019   3169   3374
      64    209    209    427    776   1282   1875
     128    180    181    360    665   1134   1704
     256    177    177    357    655   1118   1674
     512    178    178    356    654   1118   1689
    1024    175    176    354    651   1114   1682
    4096     24     23     47     94    184    345
   16384     19     19     39     77    153    288
   65536     19     19     39     77    153    288
