 ##########################################

   Memory Reading Speed Test riscv64 rv64g-opt optimized Mon Feb 21 14:56:30 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8     871    624   1763   1299   1096   2121   1864   1326   1326
      16     873    624   1769   1300   1098   2122   1869   1326   1326
      32     854    618   1754   1285   1089   2106   1841   1316   1315
      64     609    484    946    786    708   1036    692    611    612
     128     574    464    863    729    661    938    613    549    549
     256     569    461    855    723    656    927    604    542    542
     512     569    461    854    722    656    926    603    541    541
    1024     549    461    854    723    656    926    603    541    541
    2048     405    350    542    488    459    573    333    312    317
    4096     244    221    285    268    258    292    156    153    153
    8192     215    197    245    233    225    251    134    130    130

                End of test Mon Feb 21 14:56:52 2022

