    BusSpeed riscv64 rv64g optimized Mon Feb 21 13:51:44 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   2485   2871   3488   3488   3725   3737
      32   1423   1483   2152   3493   3610   3670
      64    209    209    425    772   1281   1905
     128    179    180    358    659   1123   1728
     256    177    177    355    651   1111   1714
     512    177    178    355    651   1109   1698
    1024    175    176    354    647   1104   1707
    4096     23     23     47     94    183    349
   16384     19     19     39     77    152    289
   65536     19     19     39     77    153    288
