    BusSpeed riscv64 rv64g optimized Mon Feb 21 13:51:11 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   2487   2641   2983   3154   3249   3432
      32   1425   1444   1992   3013   3165   3380
      64    209    209    427    773   1277   1869
     128    180    180    360    664   1132   1705
     256    177    177    356    654   1121   1692
     512    178    178    356    648   1120   1690
    1024    176    177    355    650   1115   1685
    4096     23     23     47     93    183    348
   16384     19     19     39     76    153    288
   65536     19     19     39     77    153    288
