 ##########################################

   Memory Reading Speed Test riscv64 rv64g optimized Mon Feb 21 14:54:03 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8     871   1674   1986   1298   1675   1990   1861   1136   1445
      16     872   1676   1990   1300   1676   1991   1868   1137   1447
      32     863   1659   2001   1285   1644   2003   1836   1127   1435
      64     619    907   1017    792    917    993    690    561    627
     128     584    829    924    735    842    917    612    508    560
     256     580    821    914    729    834    906    603    502    554
     512     579    815    912    728    833    906    602    501    553
    1024     575    820    912    728    833    905    602    501    553
    2048     436    583    629    532    592    623    377    336    358
    4096     245    280    289    268    280    289    157    149    153
    8192     216    242    250    234    243    250    133    128    131

                End of test Mon Feb 21 14:54:24 2022

