 ##########################################

   Memory Reading Speed Test riscv64 rv64g optimized Mon Feb 21 14:53:42 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8     870    650   1769   1298   1098   2119   1863   1326   1325
      16     873    650   1768   1298   1098   2123   1868   1326   1325
      32     863    628   1755   1286   1089   2106   1843   1318   1317
      64     605    497    945    792    711   1036    694    612    612
     128     570    475    865    735    664    938    615    549    549
     256     566    472    855    728    658    927    607    542    542
     512     565    472    855    728    658    925    606    541    541
    1024     560    471    855    728    658    925    605    541    541
    2048     441    392    623    553    517    667    402    374    370
    4096     242    223    284    269    258    291    157    152    153
    8192     214    199    245    233    225    251    133    130    130

                End of test Mon Feb 21 14:54:03 2022

