    BusSpeed riscv64 rv64g-opt optimized Mon Feb 21 13:53:00 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   2403   2606   2937   3113   3213   3391
      32   1402   1436   1974   2978   3129   3335
      64    209    209    427    774   1281   1845
     128    180    180    360    664   1132   1682
     256    177    178    356    654   1120   1668
     512    178    178    356    652   1119   1669
    1024    175    177    355    651   1114   1659
    4096     23     23     47     94    184    349
   16384     19     19     39     77    153    288
   65536     19     19     39     77    153    288
