 ##########################################

   Memory Reading Speed Test riscv64 rv64g optimized Mon Feb 21 14:54:24 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8     871    649   1769   1299   1098   2122   1865   1325   1327
      16     873    650   1769   1299   1099   2124   1870   1326   1326
      32     863    644   1748   1285   1088   2102   1841   1318   1315
      64     607    497    942    790    699   1030    692    612    612
     128     572    475    862    733    662    933    613    549    549
     256     568    472    852    727    656    923    605    542    543
     512     567    472    852    727    656    922    603    541    541
    1024     563    471    851    726    656    922    602    539    541
    2048     426    377    585    521    490    619    372    346    343
    4096     242    223    283    268    257    290    157    152    152
    8192     214    198    245    233    224    250    133    130    130

                End of test Mon Feb 21 14:54:45 2022

