    BusSpeed riscv64 rv64g-opt optimized Mon Feb 21 13:52:27 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   2671   2882   3488   3427   3730   3740
      32   1458   1485   2151   3496   3614   3670
      64    209    209    425    772   1278   1906
     128    179    180    359    661   1125   1730
     256    176    177    355    651   1112   1715
     512    177    177    355    651   1111   1713
    1024    175    177    354    648   1105   1707
    4096     24     23     48     94    185    353
   16384     19     19     39     77    153    288
   65536     19     19     39     77    152    288
