    BusSpeed riscv64 rv64g-opt optimized Mon Feb 21 13:52:38 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   2407   2606   2931   3114   3211   3392
      32   1403   1437   1975   2973   3129   3334
      64    209    209    426    773   1281   1846
     128    180    180    359    663   1132   1682
     256    177    177    356    655   1119   1668
     512    178    178    356    654   1119   1669
    1024    176    177    355    651   1115   1662
    4096     24     23     47     93    184    348
   16384     19     19     39     77    153    288
   65536     19     19     39     77    152    288
