 ##########################################

   Memory Reading Speed Test riscv64 rv64g-opt optimized Mon Feb 21 14:57:34 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    1298   1537   1990   1299   1676   1989   1862   1135   1445
      16    1300   1538   1984   1298   1674   1990   1862   1134   1443
      32    1281   1518   1973   1285   1662   1968   1839   1103   1434
      64     787    885   1001    792    913   1011    692    561    625
     128     728    812    909    735    838    919    613    508    562
     256     723    806    899    728    829    908    603    498    554
     512     722    805    898    728    828    905    602    500    553
    1024     700    788    877    713    810    887    585    488    539
    2048     447    486    520    458    496    522    306    277    292
    4096     266    278    287    268    280    289    157    149    153
    8192     233    241    249    234    243    250    133    128    131

                End of test Mon Feb 21 14:57:54 2022

