 ##########################################

   Memory Reading Speed Test i686 i686 optimized Tue Mar 21 17:16:24 2023
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    7326   3546   4522   8443   3629   4467   4723   2361   2711
      16    5446   3165   3674   5963   3246   3839   3733   2088   2315
      32    5202   3059   3726   5814   3217   3820   3682   2091   2216
      64    5040   2946   3686   5837   3120   3800   3659   2081   2190
     128    3568   2484   2899   3873   2612   2961   2173   1593   1640
     256    1683   1529   1583   1703   1514   1590    890    829    831
     512     996    984    982    989    977    981    491    496    497
    1024    1008    991    993   1002    991    996    506    500    503
    2048    1020   1006   1008    993   1002   1009    511    508    508
    4096    1048   1035   1038   1029   1036   1039    527    524    524
    8192    1034   1015   1018   1031   1022   1024    520    515    514

                End of test Tue Mar 21 17:16:39 2023

