 ##########################################

   Memory Reading Speed Test i686 i386 optimized Tue Mar 21 17:14:26 2023
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    7211   3576   4473   8296   3621   4320   4697   2325   2691
      16    5430   3162   3736   5955   3234   3794   3656   2103   2308
      32    5178   3013   3664   5905   3199   3786   3688   2069   2240
      64    4975   2950   3680   5855   3183   3732   3661   2110   2164
     128    2294   1913   2116   2744   2330   2126   1070    994   1000
     256    1335   1288   1286   1325   1256   1286    698    676    672
     512     996    988    986    995    983    983    503    495    494
    1024    1015    988   1005   1014   1000   1005    511    505    506
    2048    1044   1035   1034   1017   1032   1035    525    523    515
    4096    1072   1063   1064   1070   1061   1066    539    527    537
    8192    1039   1031   1030   1035   1012   1032    523    521    520

                End of test Tue Mar 21 17:14:43 2023

