 ##########################################

   Memory Reading Speed Test i686 i386 optimized Tue Mar 21 17:15:16 2023
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    7015   3503   4293   8302   3742   4307   3741   1990   2665
      16    5291   3100   3708   5823   3271   3695   3353   1901   2293
      32    5097   3039   3689   6004   3147   3659   3326   1855   2218
      64    5097   2962   3669   5903   3200   3596   3380   1848   2184
     128    5168   2897   3634   5735   3204   3631   3301   1872   2155
     256    1556   1441   1499   1553   1474   1501    805    763    773
     512    1073   1046   1058   1063   1048   1056    540    534    535
    1024    1001    987    991   1000    969    991    502    498    499
    2048    1024   1004   1011   1018   1009   1013    513    498    511
    4096    1050   1030   1036   1047   1035   1040    528    524    525
    8192    1036   1015   1004   1032   1025   1026    522    516    509

                End of test Tue Mar 21 17:15:33 2023

