    BusSpeed i686 i686 optimized Tue Mar 21 16:40:34 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   1467   1445   1703   2299   2925   4285
      32   1677   1708   1769   2253   2983   4348
      64   1691   1741   1832   2260   3005   4392
     128   1800   1792   1837   2213   3004   4394
     256    100    183    380    680   1107   2009
     512     62    115    241    451    768   1482
    1024     61    114    246    450    767   1479
    4096     61    115    247    452    769   1484
   16384     62    113    247    453    770   1487
   65536     62    115    243    453    771   1488
