    BusSpeed i686 i386 optimized Tue Mar 21 16:39:51 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   1440   1476   1681   2448   2948   4268
      32   1696   1698   1699   2353   3002   4360
      64   1710   1747   1740   2302   3011   4393
     128   1801   1798   1736   2273   3019   4387
     256    161    279    532    918   1424   2498
     512     61    115    246    451    762   1482
    1024     61    112    246    450    767   1479
    4096     61    115    247    452    758   1485
   16384     62    115    247    453    772   1488
   65536     60    115    247    453    768   1486
