    BusSpeed i686 i686 optimized Tue Mar 21 16:40:55 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   1440   1529   1734   2387   2955   4218
      32   1703   1690   1771   2247   2957   4314
      64   1709   1742   1784   2288   3014   4388
     128   1796   1799   1827   2254   3012   4314
     256    102    186    386    683   1113   2036
     512     62    113    246    436    769   1481
    1024     61    114    246    450    754   1480
    4096     61    115    247    451    770   1484
   16384     61    115    247    452    771   1488
   65536     62    114    247    453    770   1489
