    BusSpeed i686 i686 optimized Tue Mar 21 16:40:12 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   1424   1529   1727   2383   2954   4277
      32   1703   1722   1732   2201   3001   4359
      64   1711   1740   1821   2248   3021   4313
     128   1801   1802   1822   2357   3006   4396
     256    146    254    536    956   1472   2586
     512     61    114    246    451    769   1483
    1024     61    114    245    451    765   1476
    4096     61    113    247    452    770   1486
   16384     62    115    247    437    770   1486
   65536     62    116    248    452    758   1488
