    BusSpeed i686 i686 optimized Tue Mar 21 16:40:44 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   1410   1525   1733   2342   3007   4201
      32   1678   1718   1811   2318   2994   4360
      64   1722   1737   1803   2211   3015   4395
     128   1816   1800   1839   2212   3016   4299
     256    127    226    458    800   1272   2283
     512     61    115    242    452    769   1484
    1024     61    114    246    450    755   1480
    4096     61    115    247    452    770   1485
   16384     62    115    247    450    772   1486
   65536     62    116    243    453    772   1489
