
 ##########################################

From File /proc/cpuinfo
 Cannot open /proc/cpuinfo


From File /proc/version

    BusSpeed arm64 native optimized Tue Dec 14 17:54:22 2021
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16  11446  11436  12505  12887  12869  12861
      32  12495  12483  12504  12852  12848  12878
      64  12500  12506  12786  12848  12882  12895
     128  10735  12771  12747  12875  12891  12900
     256   6248   6329  12749  12881  12884  12884
     512   6354   6400  12812  12894  12828  12869
    1024   6379   6418  12863  12897  12896  12891
    4096   6371   6399  12642  12903  12820  12898
   16384   2001   4052   8309  12643  12714  12800
   65536   1094   3773   7724  12698  12798  12666

 Type additional information to include in busSpeed.txt - Press Enter
