
 ##########################################

From File /proc/cpuinfo
 Cannot open /proc/cpuinfo


From File /proc/version

    BusSpeed arm64 armv8.4-a optimized Tue Dec 14 17:54:02 2021
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16  11432  11425  12496  12892  12893  12875
      32  12486  12452  12505  12893  12874  12841
      64  12492  12489  12798  12892  12888  12893
     128  10732  12768  12772  12895  12875  12870
     256   6246   6322  12772  12895  12899  12870
     512   6356   6390  12800  12888  12903  12897
    1024   6380   6409  12864  12888  12904  12877
    4096   6375   6360  12725  12873  12902  12899
   16384   2005   3927   8269  12709  12745  12817
   65536   1083   3779   7670  12668  12762  12873

 Type additional information to include in busSpeed.txt - Press Enter
