
 ##########################################

From File /proc/cpuinfo
 Cannot open /proc/cpuinfo


From File /proc/version


   Memory Reading Speed Test arm64 armv8.4-a optimized Tue Dec 14 18:24:43 2021
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   50495  50693  51066  58751  58663  58760  78026  78214  78551
      16   50496  50663  50623  57855  58010  58039  78015  77685  77838
      32   50691  50836  50773  58478  58468  58417  77119  77799  77847
      64   50308  50318  50754  58474  58477  58518  76906  74765  75828
     128   50639  50817  50758  58673  58672  58591  74469  80246  72261
     256   50897  50879  50791  58491  58448  58458  86858  86654  86514
     512   50884  50789  50786  58648  58584  58570  48111  47984  47954
    1024   50962  50957  50829  58580  58708  58570  47980  48033  48053
    2048   50879  50842  50856  58699  58660  58604  48426  48417  48414
    4096   50203  50256  50175  57614  57668  57614  48184  48334  48176
    8192   49300  49311  49314  56615  56609  56460  48495  48493  48311

                End of test Tue Dec 14 18:24:58 2021

