
 ##########################################

From File /proc/cpuinfo
 Cannot open /proc/cpuinfo


From File /proc/version


   Memory Reading Speed Test arm64 native optimized Tue Dec 14 18:26:14 2021
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   58503  58252  50624  58828  58695  58602  78463  78399  78301
      16   57850  57883  50679  58040  58048  57972  75142  77909  77998
      32   58138  58141  50757  58206  58479  58351  76987  77686  76668
      64   58080  58269  50702  58277  58413  58479  77479  75643  74055
     128   58270  58283  50730  58525  57836  57758  71854  71050  70500
     256   58133  58238  50712  58385  58468  58386  86181  85918  86020
     512   58273  58306  50773  58559  58512  58518  48039  47884  47987
    1024   58379  58378  50781  58642  58568  58552  47874  47942  47943
    2048   57311  58229  50777  58671  58571  57974  48114  48128  48189
    4096   57321  57238  50239  57521  57541  57467  48093  48227  48204
    8192   56627  56655  49790  56997  56996  56953  48163  48169  48180

                End of test Tue Dec 14 18:26:29 2021

