
 ##########################################

From File /proc/cpuinfo
 Cannot open /proc/cpuinfo


From File /proc/version

    BusSpeed arm64 armv8.4-a optimized Tue Dec 14 17:53:43 2021
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16  11433  11409  12477  12886  12880  12855
      32  12498  12503  12507  12853  12878  12871
      64  12484  12465  12772  12893  12814  12883
     128  10739  12794  12766  12869  12873  12850
     256   6223   6327  12769  12882  12899  12882
     512   6355   6383  12824  12897  12820  12838
    1024   6396   6420  12864  12901  12863  12798
    4096   6429   6428  12820  12903  12906  12883
   16384   2091   4145   8546  12595  12623  12753
   65536   1081   3771   7726  12679  12823  12842

 Type additional information to include in busSpeed.txt - Press Enter
