
 ##########################################

From File /proc/cpuinfo
 Cannot open /proc/cpuinfo


From File /proc/version

    BusSpeed arm64 armv8.4-a optimized Tue Dec 14 17:53:33 2021
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16  11448  11432  12407  12887  12850  12890
      32  12498  12488  12479  12890  12844  12882
      64  12496  12501  12733  12873  12848  12895
     128  10737  12792  12758  12867  12859  12899
     256   6247   6332  12758  12814  12881  12863
     512   6361   6400  12821  12860  12895  12853
    1024   6400   6416  12863  12905  12800  12896
    4096   6285   6441  12725  12873  12894  12889
   16384   2030   4085   8366  12708  12703  12795
   65536   1090   3794   7717  12666  12830  12859

 Type additional information to include in busSpeed.txt - Press Enter
