
 ##########################################

From File /proc/cpuinfo
 Cannot open /proc/cpuinfo


From File /proc/version


   Memory Reading Speed Test arm64 armv8.4-a optimized Tue Dec 14 18:24:27 2021
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   49719  49468  50861  57394  58698  57007  77523  75548  77622
      16   50579  50678  50650  58013  58006  57820  77326  77600  77817
      32   50798  50804  50730  58451  58484  58415  77690  77470  77045
      64   50808  50819  50765  58576  58550  58280  73960  76522  75486
     128   50882  50753  50633  58615  58598  58540  80901  74946  74249
     256   50870  50862  50756  58530  58478  58397  86591  84786  85849
     512   50954  50911  50782  58610  58631  58550  48236  48161  48067
    1024   50875  50940  50842  58706  58684  58591  48296  48317  48377
    2048   50961  50867  50841  58700  58712  58624  48390  48430  48446
    4096   50249  50261  50309  57678  57652  57571  48483  48327  48500
    8192   48825  48823  48978  56037  56078  56004  46104  46138  46023

                End of test Tue Dec 14 18:24:42 2021

