
 ##########################################

From File /proc/cpuinfo
 Cannot open /proc/cpuinfo


From File /proc/version


   Memory Reading Speed Test arm64 native optimized Tue Dec 14 18:25:43 2021
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   49863  49391  50733  57330  58585  56848  73661  75588  77683
      16   50544  50566  50567  58014  57692  57932  78014  77696  77644
      32   50704  50746  50623  58392  58385  58319  77281  77188  78634
      64   50766  50767  50678  58556  58527  58461  75699  73274  75173
     128   50843  50765  50547  58621  57610  58163  69642  71439  78977
     256   50910  50855  50760  58552  58490  58348  86096  85273  85289
     512   50958  50923  50792  58572  58633  58559  48106  48153  48156
    1024   50969  50845  50815  58672  58681  58517  48320  48288  38635
    2048   50969  50974  50844  58685  58715  58640  48046  48342  48499
    4096   50255  50267  50318  57601  57634  57565  48486  48453  48420
    8192   49287  49304  49172  56462  56461  56426  48439  48328  48379

                End of test Tue Dec 14 18:25:58 2021

