    BusSpeed amd64 x86-64 optimized Tue Mar 29 14:18:16 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16  13666  13660  21866  21565  21603  21768
      32  13818  12030  15604  20275  20641  21695
      64   7063   7248  10380  16426  19989  21349
     128   5860   5943  10275  15084  19570  21209
     256   4528   4626   8410  13282  19107  21244
     512   3060   3121   6094  10079  17361  20916
    1024   3016   3093   6058  10080  17448  21112
    4096   3010   3087   6023  10031  17487  19105
   16384   1059   1343   2605   4965   8664  12907
   65536    570   1131   2265   4674   9298  16476
