 ##########################################

   Memory Reading Speed Test amd64 x86-64 optimized Tue Mar 29 14:30:18 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   60211  80201  80038  73519  83024  80099  39433  28178  28307
      16   60953  81173  80585  77441  83186  80715  40152  29483  29686
      32   61379  80893  81833  79550  82599  81598  39927  30259  29999
      64   48465  75620  79820  50570  80152  80210  29246  28988  29419
     128   47980  74783  79687  50348  80212  81064  29538  28842  28905
     256   41812  66916  69056  44175  71830  72666  25970  25542  25307
     512   32747  56929  57546  33409  61082  61491  18649  18607  18549
    1024   32244  55463  56944  33083  60054  60889  18210  18107  18175
    2048   32444  55280  57058  33311  60028  59605  18168  18107  18176
    4096   32432  55724  56651  33161  60278  60256  18201  18226  18219
    8192   23107  44601  45190  23927  46049  46029  12049  12312  12266

                End of test Tue Mar 29 14:30:33 2022

