 ##########################################

   Memory Reading Speed Test amd64 x86-64 optimized Tue Mar 29 14:30:03 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   58187 109616  80633  59146 118152  80599  39227  38862  39122
      16   59846 112481  82041  60061 113899  81380  40285  40238  40279
      32   61377 111764  82166  61683 122648  82145  40376  40044  39935
      64   47688  78924  80828  49562  96038  80455  29189  29369  29290
     128   46575  81504  80986  48179  94581  80730  29819  29014  29511
     256   44988  78923  78966  46735  89763  78202  28170  27154  27504
     512   31838  59086  61075  32789  63205  61059  18409  18453  18542
    1024   31666  58804  60895  32676  63079  60684  18244  18198  18303
    2048   31481  58531  60792  32517  63128  60972  18251  18267  18211
    4096   31726  58676  60930  32465  63188  60951  18214  18285  18221
    8192   24156  48071  47465  23546  47507  47502  13786  13962  13954

                End of test Tue Mar 29 14:30:18 2022

