    BusSpeed amd64 x86-64 optimized Tue Mar 29 14:18:47 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16  13768  13252  22277  21603  21007  21840
      32  13711  12076  15820  19706  21502  21624
      64   7112   7269  11328  16592  19349  21088
     128   6653   7312  11381  16530  20009  21240
     256   6224   6211  10678  15846  19965  21265
     512   3031   3065   6117   9972  17378  20906
    1024   3030   3106   5943   9873  17271  21055
    4096   2978   3051   6066  10074  17364  21167
   16384   1084   1390   2600   5396   8234  16604
   65536    782   1130   2346   4768   9401  16696
