    BusSpeed amd64 x86-64 optimized Tue Mar 29 14:19:07 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16  13440  13753  22076  21341  21717  21467
      32  13685  12358  15646  20792  21456  21572
      64   7134   7306  11357  16363  19886  21036
     128   6110   7034  11343  16287  19732  20912
     256   5505   5461   9628  13549  18710  19785
     512   2881   3030   5979  10000  17438  21103
    1024   3047   3119   6050  10018  17381  21120
    4096   2976   3095   6074   9837  17550  21176
   16384   1061   1359   2555   5328  10212  17151
   65536    784   1113   2336   4774   9341  16662
