    BusSpeed amd64 x86-64 optimized Tue Mar 29 14:18:57 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16  13788  13825  22257  21621  21886  21555
      32  13842  12030  15617  20602  21002  21268
      64   7116   7266  11254  16533  20034  20615
     128   7239   7428  11311  16368  20102  21216
     256   5607   5527   9561  14114  19046  20425
     512   3046   3027   5900   9843  17389  20888
    1024   2948   3095   6061   9694  17020  21100
    4096   2932   3111   6097  10061  17600  20609
   16384   1041   1329   2561   5244   9712  16328
   65536    761   1136   2327   4649   9229  15992
