 ##########################################

   Memory Reading Speed Test amd64 x86-64 optimized Tue Mar 29 14:30:33 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   54489 109266  80209  59678 118174  80370  38696  39044  39138
      16   60994 112756  81746  59255 121073  81482  40139  39227  39602
      32   61154 110454  81996  60670 121403  81759  39978  38117  39212
      64   47492  82134  80314  48996  94935  80264  30125  30209  30247
     128   46731  80994  79898  48377  95091  80942  29910  30106  30204
     256   44703  76720  77574  46785  91112  78679  28380  28262  27941
     512   31958  59973  61817  32079  63625  61912  18487  18533  18461
    1024   31509  58658  61068  32399  62449  60842  18219  18148  18205
    2048   31555  58619  60922  32632  63114  60250  18194  18243  18238
    4096   31346  58242  60097  32100  62144  60187  17836  18107  18141
    8192   24313  48193  47331  24542  47046  47529  12864  12753  13094

                End of test Tue Mar 29 14:30:48 2022

