
 ##########################################

From File /proc/cpuinfo
 Cannot open /proc/cpuinfo


From File /proc/version


   Memory Reading Speed Test i386 i686 optimized Tue Sep  8 15:18:16 2020
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    3388   1650   2213   4932   2482   2104   3369   1704   1663
      16    3404   1709   2274   4950   2489   2057   3314   1689   1709
      32    3177   1711   1902   4112   2029   2062   2057   1402   1401
      64    3180   1708   1951   4102   2031   2061   2074   1399   1399
     128    3178   1709   1947   3611   2030   2066   2063   1402   1401
     256    2534   1432   1651   3182   1716   1664   1628   1097   1139
     512     158    119    121    166    120    120     75     71     71
    1024     134    118    119    138    119    118     64     63     63
    2048     126    117    119    128    118    118     63     62     62
    4096     126    117    119    128    119    118     63     61     62
    8192     126    117    119    127    118    118     62     62     62

                End of test Tue Sep  8 15:19:03 2020

