 ##########################################

   Memory Reading Speed Test amd64 zen4 optimized Sat Oct  1 16:08:40 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   76848  73603  81949  96003 113456 117153 116276 117670 117691
      16   76179  74101  83476  95850 113080 117150 107183 108268 108135
      32   76219  74718  84346  94270 112402 116313  99819 103619 103550
      64   75972  74899  84671  93878 110389 115164  81021  81561  81563
     128   76080  75053  84948  94038 110379 115282  80641  80951  80783
     256   75967  74854  84902  94016 110231 115146  80481  80920  81006
     512   75897  74910  84847  93994 110486 115331  80354  80275  80204
    1024   73012  74111  83316  92873 105038 105834  66247  66680  67037
    2048   72910  72241  81811  92575 106531 105629  65020  65189  65278
    4096   72595  71151  80622  91146 104204 106769  64985  65032  65080
    8192   72857  72041  81962  92948 106492 109621  65552  65761  65331

                End of test Sat Oct  1 16:08:58 2022

