 ##########################################

   Memory Reading Speed Test amd64 x86-64 optimized Sat Oct  1 16:06:18 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   76733  36275 144469  84393 132738 157897  43363  78997  65484
      16   76320  36953 163397  85679 150508 163068  45659  86896  77730
      32   79733  37882 171159  89922 167684 176444  42855  84336  79758
      64   76025  36882 140768  77012 132865 135496  43181  84515  81633
     128   76245  36018 141480  77241 134577 136046  43245  85010  83089
     256   76324  36504 141766  77310 135342 136252  43282  85208  74009
     512   76138  36066 135855  76371 131310 132547  43155  82970  81488
    1024   75139  35756 119234  73372 118498 119435  42857  68535  67503
    2048   75587  36357 120235  73713 120375 120959  42976  63429  62896
    4096   69584  37935 125766  74897 125264 123390  44280  63707  63282
    8192   75623  36830 122151  73795 121683 121633  42956  63354  61364

                End of test Sat Oct  1 16:06:36 2022

