 ##########################################

   Memory Reading Speed Test amd64 x86-64 optimized Sat Oct  1 16:06:36 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8  116040  99009  83451  98393 117197 121028 120056 118307 115970
      16  115775  98995  85513  97619 116698 120857 110009 111782 112117
      32  113173 101077  86846  97021 115798 119846 101640 105249 106123
      64  110326 100181  87297  97076 114582 118658  83059  83569  83811
     128  110951  99700  87513  95883 114477 118945  82747  83508  83472
     256  112002 100587  87395  97287 113414 118600  82453  81816  81342
     512  109420  98357  85197  94644 112765 116431  80514  81949  81247
    1024  105427  97696  84143  95236 112770 114972  75459  76108  75060
    2048  103232  95330  82712  93204 107761 110068  67202  67689  67649
    4096  102945  94887  81980  92473 107071 110626  66947  66605  67548
    8192  107340  96189  84124  94170 109148 114915  70011  70307  70050

                End of test Sat Oct  1 16:06:54 2022

