 ##########################################

   Memory Reading Speed Test amd64 x86-64 optimized Sat Oct  1 16:07:47 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   77020  73612  81951  96161 113085 117165 114891 112299 113935
      16   76329  74312  83476  95762 113286 117235 107147 108269 108047
      32   76341  74834  84310  95168 112871 116538 103742 105730 105820
      64   75957  74883  84670  93817 110521 115264  80910  81384  81379
     128   76086  75051  84988  94000 110791 115430  80569  81030  81008
     256   76111  75043  84964  94156 110606 115505  80534  81051  81047
     512   75843  74891  80883  93663 110135 115055  79221  79300  79209
    1024   74375  74894  82587  92910 107864 109362  67983  68243  68275
    2048   72940  72777  81275  92782 106663 109477  67887  68160  67972
    4096   73419  72218  81184  92049 106244 110574  67622  68338  68100
    8192   72940  72303  81031  92140 105731 109864  67729  68255  67858

                End of test Sat Oct  1 16:08:04 2022

