    BusSpeed loongarch64 loongarch64 optimized Thu Nov  9 14:04:47 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16  16812  16919  18813  18438  18456  18485
      32  18450  18490  18850  18471  18464  18493
      64  11244  11580  17205  17216  17772  18367
     128   3928   3944   6555   9863  13143  15749
     256   3929   3945   6595   9879  13154  15755
     512   2687   2688   5335   9235  13135  15676
    1024   2696   2694   5350   9286  13151  15702
    4096   2723   2686   5372   9496  13155  15751
   16384   2128   2266   4264   7129   9201  15024
   65536   1038   1414   2574   4834   7752  13747
