    BusSpeed loongarch64 loongarch64 optimized Thu Nov  9 14:04:27 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16  16812  16924  18803  18424  18452  18463
      32  18451  18491  18844  18452  18465  18469
      64  11207  11584  17206  17200  17774  18347
     128   3928   3945   6556   9863  13143  15754
     256   3926   3942   6595   9878  13150  15757
     512   2687   2684   5339   9296  13129  15712
    1024   2696   2693   5355   9391  13154  15719
    4096   2717   2688   5370   9356  13159  15732
   16384   1512   1868   3711   6318   8892  12554
   65536   1036   1405   2543   4801   7644  13564
