    BusSpeed loongarch64 loongarch64 optimized Thu Nov  9 14:04:37 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16  16811  16921  18803  18423  18450  18440
      32  18452  18491  18844  18451  18466  18456
      64  11206  11586  17205  17202  17775  18328
     128   3927   3944   6555   9864  13144  15742
     256   3929   3945   6595   9882  13157  15753
     512   2683   2688   5335   9250  13140  15674
    1024   2700   2693   5349   9263  13151  15682
    4096   2719   2685   5364   9236  13155  15686
   16384   1639   1943   3826   6484   8691  12736
   65536   1035   1425   2586   4843   7688  13747
