
 ##########################################

From File /proc/cpuinfo
 Cannot open /proc/cpuinfo


From File /proc/version

    BusSpeed i386 i386 optimized Sat Apr  3 19:13:50 2021
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   1080   1315   2207   3058   3145   3197
      32    985   1118   1125   1039   1814   2091
      64   1003   1124   1148   1038   1800   2099
     128   1033   1153   1165   1062   1816   2089
     256    126    126    125    250    493    769
     512     76     81     81    163    325    553
    1024     82     81     81    163    325    553
    4096     82     81     81    163    323    574
   16384     81     81     80    162    314    572
   65536     82     78     81    163    325    568

 Type additional information to include in busSpeed.txt - Press Enter
