
 ##########################################

From File /proc/cpuinfo
 Cannot open /proc/cpuinfo


From File /proc/version

    BusSpeed i386 i386 optimized Sat Apr  3 19:14:22 2021
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   1133   1307   2177   3021   3130   3182
      32   1026   1117   1123   1539   1707   2075
      64   1033   1124   1153   1524   1753   2080
     128    291    292    289    564    941   1194
     256    192    192    193    382    727    957
     512     81     81     81    162    314    563
    1024     81     81     81    157    325    563
    4096     81     81     81    157    325    567
   16384     82     81     77    162    323    565
   65536    121    126    125    247    469    566

 Type additional information to include in busSpeed.txt - Press Enter
