 ##########################################

   Memory Reading Speed Test aarch64 native optimized Wed Jan 25 11:11:12 2023
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   18774  16505  14678  60055  59744  59779  40777  40482  40608
      16   18723  16516  14670  60644  60801  60927  41214  41038  41086
      32   18742  16504  15331  56412  56365  56364  41328  41110  40985
      64   18704  16514  14538  56234  56252  55849  41865  41589  41869
     128   18722  16528  14602  33720  33759  33794  46717  46654  46648
     256   18727  16527  13441  33552  33510  33559  27383  27285  27308
     512   18722  16495  14799  33364  33358  33363  17084  16895  17501
    1024   18589  16537  14604  31274  31506  31581  17084  17003  16998
    2048   18661  16528  14658  29943  30239  30259  16578  16563  16572
    4096   18584  16398  14725  29645  29613  29655  13377  13152  13415
    8192   17982  16234  14162  19386  19333  19479   9418   9373   9390

                End of test Wed Jan 25 11:11:29 2023

