 ##########################################

   Memory Reading Speed Test aarch64 native optimized Wed Jan 25 11:10:38 2023
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   17592  16543  14790  17647  16472  16543  40933  40727  40711
      16   17555  16527  14797  17503  16536  16535  41467  41505  41708
      32   17586  16550  14810  17694  16537  16552  41285  41208  41367
      64   17563  16530  14813  17967  16478  16533  41668  42056  41529
     128   17572  16538  14798  16855  16540  16484  46652  46418  46463
     256   17580  16541  14803  17573  16536  16542  26833  26863  26765
     512   17584  16548  14805  17677  16490  16545  16546  16464  16506
    1024   17566  16530  14792  17731  16528  16529  17164  16872  16903
    2048   17559  16511  14785  17602  16525  16524  16699  16693  16650
    4096   17352  16351  14529  17171  16319  16341  13643  13665  13942
    8192   17052  16264  14679  16689  16289  16312   9442   8840   9328

                End of test Wed Jan 25 11:10:55 2023

