    BusSpeed aarch64 native optimized Wed Jan 25 10:45:12 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   7746   7772   8500   8774   8772  43894
      32   8446   8452   8489   8771   8771  43697
      64   6884   6983   8686   8771   8772  42760
     128   2161   4267   7117   8767   8706  30788
     256   1954   3632   6130   8713   8766  30404
     512   1240   2216   4400   8352   8767  29574
    1024   1102   1974   3971   7746   8763  28645
    4096   1022   1799   3573   7658   8757  27181
   16384    508    817   1627   3134   5972  11877
   65536    360    686   1407   2796   5508  11066
