 ##########################################

   Memory Reading Speed Test aarch64 cortex-a78 optimized Wed Jan 25 11:10:21 2023
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   18782  14805  14785  59983  59694  60291  48548  40676  40825
      16   18671  14817  14798  60394  61163  60976  48916  42029  41213
      32   18760  14820  14810  55942  56405  56309  49654  41081  41070
      64   18698  14818  14784  55567  56183  56035  50400  41933  41963
     128   18751  14810  14808  33572  33798  33787  54926  46533  46647
     256   18742  14804  14803  33513  33741  33716  36894  35274  35345
     512   18754  14810  14809  32180  33455  33447  24270  18288  17403
    1024   18751  14809  14810  30538  30636  30576  19558  17212  16465
    2048   18749  14804  14807  30022  30103  30105  17499  16713  16716
    4096   18690  14791  14736  29595  29628  29750  12860  13584  13744
    8192   17981  14708  14690  19117  19207  18900   9126   9278   9286

                End of test Wed Jan 25 11:10:38 2023

