 ##########################################

   Memory Reading Speed Test aarch64 cortex-a78 optimized Wed Jan 25 11:09:47 2023
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   16596  16558  14058  18765  16541  16542  48669  40583  41023
      16   16551  16543  14064  18734  16514  16544  49587  40979  40986
      32   16550  16555  14071  18682  16523  16551  50043  41081  41136
      64   16563  16532  14058  18715  16500  16532  50421  41675  41724
     128   16549  16542  14065  18750  16546  16543  54780  46444  46504
     256   16546  16504  14060  18742  16532  16534  36729  34958  34942
     512   16542  16499  14052  18747  16505  16531  27292  20162  20039
    1024   16547  16540  14063  18747  16541  16525  19469  17391  17296
    2048   16539  16542  14059  18748  16544  16542  17317  16490  16491
    4096   16104  15870  13701  17976  15941  15939  12812  13456  13294
    8192   16282  16308  13975  17961  16322  16311   9351   9351   9357

                End of test Wed Jan 25 11:10:05 2023

