    BusSpeed aarch64 native optimized Wed Jan 25 10:45:02 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   7657   7771   8500   8769   8771  43649
      32   8475   8451   8489   8770   8772  43710
      64   7001   6964   8688   8767   8781  42786
     128   2158   4273   7062   8776   8780  30578
     256   1796   3181   5980   8732   8776  29857
     512   1243   2224   4427   8412   8765  30040
    1024   1090   1966   3956   7753   8776  28867
    4096   1005   1747   3469   7164   8617  26623
   16384    503    811   1618   3114   5926  12051
   65536    365    686   1395   2785   5492  10700
