    BusSpeed aarch64 cortex-a78 optimized Wed Jan 25 10:44:32 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   7742   7773   8497   8772   8772  43451
      32   8367   8442   8489   8769   8766  42965
      64   6335   6930   8687   8772   8772  42203
     128   2176   4283   7277   8770   8771  30407
     256   1994   3787   6630   8744   8767  30258
     512   1245   2224   4419   8293   8767  29840
    1024   1113   1967   3977   7692   8768  29208
    4096   1031   1734   3423   7114   8761  28252
   16384    522    821   1635   3058   5734  12137
   65536    367    691   1406   2806   5527  11085
