    BusSpeed aarch64 native optimized Wed Jan 25 10:45:22 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   7759   7770   8499   8780   8781  43940
      32   8486   8453   8496   8780   8782  43735
      64   6907   6994   8697   8780   8781  42816
     128   1822   3134   5597   8672   8767  29674
     256   1574   2748   5339   8691   8766  29465
     512   1236   2228   4436   8399   8762  28531
    1024   1108   2000   4036   7823   8768  28800
    4096   1027   1812   3596   7618   8749  26934
   16384    483    810   1630   3143   5991  12222
   65536    367    691   1393   2797   5500  11060
