    BusSpeed aarch64 armv8-a+crc optimized Tue Jan 18 10:34:00 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   8845   5999   6689   6919   7003   9006
      32   9823   6589   6721   6938   7011   9025
      64   8498   6073   6854   6908   7019   9018
     128   4048   3881   5678   6226   6591   8610
     256   3943   3695   5774   6247   6599   8139
     512   2840   2329   3442   4575   5996   8246
    1024   1550   1458   2285   3643   4751   7782
    4096   1299   1335   2297   3832   4918   7301
   16384   1185   1227   1916   3322   4356   6843
   65536    847    924   1306   2289   3621   5454
